food_name,energy_kcal,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg
Chicken yakhni,99.00,608.83,906.32,1222.13,29.29,28.24,91.52,17.47,97.38,175.38,0.93,0.15
Mutton do piaza,183.30,5648.94,2965.96,673.42,77.86,118.61,120.41,18.38,118.62,240.92,1.63,0.07
Mutton chops,663.64,8390.57,14216.69,43506.75,13.32,36.18,39.65,2.32,51.03,70.56,0.64,0.02
Shammi kebab,685.69,9453.59,15312.34,44621.43,24.60,13.11,53.08,11.03,54.27,110.92,0.75,0.07
Scotch egg,676.89,9440.14,15346.36,44593.11,48.59,15.03,48.31,6.80,90.67,72.34,0.60,0.04
Shepherd's pie (with minced meat),142.78,4273.49,2828.23,1052.16,33.31,21.30,92.81,20.37,197.25,357.88,0.84,0.08
Chicken curry,129.22,821.08,1119.97,2005.92,31.25,27.29,107.81,21.89,108.00,253.49,0.87,0.19
Tandoori chicken,145.20,990.24,1050.46,1025.32,44.25,44.33,154.07,22.02,158.00,287.21,0.90,0.21
Butter chicken,137.00,3047.65,1620.51,424.98,39.26,25.28,102.52,23.27,26.21,319.53,0.92,0.20
Chicken kebab,729.41,9436.36,16046.74,49118.18,9.94,3.46,31.71,5.24,69.76,62.67,0.28,0.06
Chilli chicken,198.83,1902.34,3048.34,8403.86,23.87,12.97,84.35,16.48,223.75,207.30,0.66,0.14
Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),125.03,881.22,1099.94,1993.20,31.09,16.09,101.91,17.77,107.56,242.34,0.64,0.17
Fish curry (Machli curry),111.13,1587.29,2191.97,3792.81,19.22,52.06,101.87,24.11,184.71,241.98,1.09,0.08
Fried fish (Indian style) (Tali hui machli),658.54,8336.42,14107.74,43531.64,6.57,11.11,46.90,10.23,156.94,75.49,0.56,0.05
Fried fish and Chips (English Style) (Tali hui machli aur chips),651.75,8701.07,14320.40,43724.44,12.51,6.56,40.20,8.05,72.73,90.72,0.26,0.03
Tomato fish,489.79,6631.00,10659.68,32431.61,5.17,6.46,31.48,9.64,91.47,115.54,0.24,0.04
Baked fish with cheese sauce,113.96,4187.38,1786.80,454.57,21.37,115.64,170.77,16.84,209.48,158.51,0.26,0.04
Fish tikka,117.33,807.20,800.24,2221.32,32.73,31.98,178.14,35.50,503.44,296.43,1.41,0.13
Tandoori fish,95.98,1838.98,952.48,1468.22,23.41,37.27,138.54,24.80,123.94,226.36,0.46,0.05
"Paneer, apple and pineapple salad",95.08,2554.73,1275.31,895.37,6.52,103.05,86.94,22.73,176.63,185.05,0.84,0.09
Russian salad,114.83,1490.31,4045.25,1726.66,64.49,34.92,64.31,24.52,101.09,254.54,1.23,0.10
Pasta salad,190.36,2680.76,7319.93,3098.98,12.70,66.74,74.81,20.16,152.31,162.16,0.81,0.08
Deviled egg,98.56,1331.70,3958.76,1711.92,118.13,36.84,76.96,21.30,117.29,185.41,1.51,0.08
Hawain salad,175.23,6350.95,2596.90,469.20,4.24,61.03,72.06,27.74,64.92,204.64,1.12,0.16
Mixed pulse and vegetable salad,83.12,137.12,120.56,442.36,0.00,51.63,93.24,49.99,127.78,442.65,2.13,0.23
Sprouted moong salad ,37.81,354.69,160.55,165.36,1.62,54.56,55.09,22.92,116.38,254.18,1.45,0.06
Tossed salad,62.96,630.66,2940.80,449.89,0.00,32.37,29.21,17.76,77.50,232.98,0.86,0.06
Mixed vegetable salad with curd sauce,60.28,880.42,364.96,160.55,4.09,65.51,67.79,32.94,116.66,267.24,1.35,0.13
Potato salad (Aloo ka salaad),89.91,572.78,1642.09,1890.56,0.00,25.61,38.47,21.31,125.01,347.45,0.99,0.08
Waldroff salad,141.75,2201.58,3984.38,3304.80,9.87,29.29,37.10,19.23,13.42,192.86,1.07,0.12
Coleslaw,76.71,1160.77,2611.75,1217.26,6.42,37.00,32.26,13.13,29.87,207.70,0.63,0.05
Fruit salad (Phalon ka salaad),78.14,684.54,271.85,165.14,2.71,25.93,23.11,17.56,7.11,178.27,0.81,0.07
Tomato onion raita (Tamatar aur pyaaz ka raita),59.00,1103.28,475.87,125.38,6.19,120.62,106.97,18.22,165.21,237.73,0.26,0.04
Peanut raita (Mungfali ka raita),150.39,2892.84,3657.71,2000.90,8.97,174.60,204.42,49.52,235.83,351.78,0.74,0.16
Sprouted moong raita ,60.89,1290.27,569.54,155.70,7.21,139.44,125.15,18.57,189.20,208.77,0.86,0.01
Bottle gourd raita (Ghiya/Lauki ka raita),56.31,1271.09,537.94,111.47,7.21,138.26,118.27,17.56,188.37,234.32,0.23,0.02
Cucumber raita (Kheere ka raita),59.13,1278.53,540.25,112.44,7.21,138.58,122.31,20.66,189.96,253.64,0.29,0.02
Carrot and spinach raita (Gajar aur palak ka raita),56.83,1144.41,476.26,197.95,6.19,142.57,112.35,38.85,180.79,380.75,1.04,0.06
Mint raita (Pudinay ka raita),77.59,1836.58,783.20,138.29,10.51,198.22,166.11,22.50,274.38,292.83,0.37,0.01
Potato raita (Aloo ka raita),75.38,1232.83,524.58,132.34,6.98,132.31,124.59,21.94,183.37,376.28,0.34,0.04
Boondi raita,687.72,9220.10,15189.89,46338.53,2.51,49.00,47.88,7.40,99.18,79.71,0.24,0.02
Sweet raita (Meetha raita),99.24,1052.08,427.02,146.15,5.73,108.91,94.58,16.72,42.98,233.29,0.21,0.03
Dahi vadas/Dahi bhalla,667.73,8800.36,14475.98,44186.95,2.39,49.03,65.23,17.84,79.00,152.37,0.49,0.06
Gunjia,667.34,9274.23,14321.06,43565.33,2.36,48.16,65.47,17.83,77.90,154.16,0.50,0.06
Saunth/Sonth chutney with tamarind/imli,141.53,32.10,43.79,46.68,0.00,54.74,38.95,46.27,244.38,267.27,2.71,0.10
Rice kheer (Chawal ki kheer),75.03,1704.00,866.18,129.29,0.00,75.57,65.41,7.33,16.24,83.08,0.17,0.04
Makhana kheer,107.85,2878.30,1437.95,232.53,1.77,111.64,100.56,13.39,23.40,139.35,0.28,0.05
Vermicelli kheer (Semiya/Seviyan ki kheer),120.07,2855.31,1450.34,229.31,2.12,104.80,90.34,10.67,22.52,116.57,0.30,0.05
Semolina kheer (Suji/Rava kheer),113.21,2374.73,1241.54,198.45,0.00,105.99,91.64,10.71,22.66,122.23,0.34,0.06
Paneer kheer,105.31,3119.73,1567.27,208.53,0.00,144.66,114.02,10.91,23.81,112.75,0.26,0.05
Cabbage kheer (Pattagobhi ki kheer),83.51,2154.55,1126.50,181.33,0.00,102.74,83.04,10.99,22.67,136.05,0.24,0.04
Carrot kheer (Gajar ki kheer),85.35,2161.02,1125.08,208.77,0.00,100.12,85.07,10.80,28.54,142.34,0.28,0.05
Cauliflower kheer (Phoolgobhi ki kheer),81.95,2254.54,1140.19,190.58,0.00,101.75,87.52,11.22,25.19,145.20,0.30,0.04
Moong dal kheer,77.16,1690.49,855.02,141.55,0.00,75.66,76.45,11.91,16.34,123.56,0.28,0.06
Phirni,116.12,2375.52,1344.98,234.85,0.00,104.57,96.30,11.53,22.47,114.51,0.23,0.06
Semolina halwa (Suji ka halwa),225.65,7412.72,3906.35,857.21,30.82,11.77,27.64,13.08,1.28,70.46,0.65,0.11
Shahi suji halwa,382.34,12035.97,6342.52,1389.81,50.05,18.64,43.89,20.88,2.18,99.83,0.98,0.18
Carrot halwa (Gajar ka halwa),172.64,5410.09,2812.91,694.99,14.66,106.94,98.65,22.98,39.96,249.93,0.76,0.10
Egg halwa (Ande ka halwa),299.74,5538.16,3406.17,883.44,204.93,35.77,96.90,7.93,83.04,119.03,1.45,0.06
Potato halwa (Aloo ka halwa),151.66,1576.78,1203.12,406.25,6.23,14.15,41.83,25.15,4.23,451.73,0.63,0.11
Pumpkin halwa (Kaddu ka halwa),190.27,5136.91,1800.28,469.31,9.52,24.34,35.10,19.35,8.09,235.46,0.63,0.15
Moong dal halwa,349.80,10384.38,4714.05,972.72,34.81,110.40,172.44,46.78,11.19,386.87,1.51,0.28
Caramel custard (steamed),121.58,2387.76,1535.17,337.52,78.88,88.12,102.44,8.22,43.57,105.29,0.51,0.05
Baked custard,106.53,2600.75,1672.11,367.62,85.92,95.32,111.51,8.82,47.13,114.36,0.54,0.04
Soft Custard (stirred),109.18,2545.77,1573.47,330.44,73.35,95.82,106.83,8.73,122.17,111.75,0.49,0.04
Chocolate ice cream,177.70,6645.93,3241.97,486.99,68.26,84.24,97.52,13.63,36.79,118.05,0.47,0.08
Mango ice cream,125.69,4443.61,2141.03,373.04,55.21,67.17,71.52,9.60,29.13,115.29,0.39,0.05
Fruit Ice cream (Phalon ka Ice cream),171.46,5380.76,2147.27,263.88,17.12,93.35,70.28,6.73,38.78,119.98,0.36,0.03
Caramel ice cream,173.52,6418.38,3295.95,548.20,54.79,87.32,91.34,11.98,33.47,105.17,0.35,0.06
Lemon souffle,168.51,5765.42,2873.65,523.64,100.42,59.81,75.16,7.40,50.73,88.44,0.56,0.02
Orange souffle,168.28,5592.12,2794.54,502.56,97.54,59.04,73.80,8.23,49.22,101.26,0.65,0.03
Vanilla souffle,187.85,6452.94,3215.03,564.02,109.43,70.60,86.96,7.70,56.73,90.16,0.58,0.03
Chocolate souffle,189.32,6554.14,3276.66,565.78,108.18,71.55,94.96,14.67,56.07,109.25,0.71,0.08
Pineapple souffle ,196.14,6747.05,3371.56,597.04,117.82,67.23,86.45,7.64,59.17,88.17,0.61,0.03
Apple mousse,106.92,2169.32,1202.89,422.74,57.67,33.76,43.78,8.41,28.79,109.32,0.48,0.04
Rich chocolate mousse,188.26,7000.33,3583.85,592.99,111.71,54.59,97.37,26.66,51.71,128.77,0.97,0.18
Mango mousse,124.98,5302.87,2240.78,332.63,23.66,51.38,40.02,10.48,19.62,113.71,0.35,0.05
Orange and pineapple cream,101.18,3429.26,1433.94,200.84,15.43,35.00,29.62,8.47,10.17,114.98,0.41,0.03
Charlotte rousse,188.29,2717.56,1359.16,278.22,47.04,34.95,46.18,9.65,56.45,92.26,0.53,0.04
Triffle pudding,116.97,2200.47,1133.24,217.16,36.95,48.72,59.71,8.37,26.95,99.90,0.47,0.04
Snow flakes pudding,95.21,2595.24,1503.27,292.58,57.55,101.33,105.45,8.74,39.60,115.36,0.42,0.04
Kulfi,98.43,2548.10,1467.59,256.80,0.00,111.86,94.04,10.63,23.97,114.04,0.20,0.04
Steamed orange pudding,278.03,7542.23,3037.58,479.21,31.86,21.15,83.06,11.23,79.10,108.76,0.55,0.05
Meringue and rice pudding,112.93,2149.55,1205.32,230.63,40.85,85.43,92.81,8.94,44.16,110.88,0.37,0.04
Cheese pudding,285.01,10555.29,5356.95,851.30,99.76,226.11,196.41,19.03,37.83,81.70,0.87,0.10
Chocolate pudding,211.96,5510.77,2432.92,372.40,46.25,64.56,77.36,12.04,171.36,79.22,0.60,0.09
Bread and butter pudding ,167.94,3401.11,2736.33,672.16,55.29,105.54,108.37,19.86,96.30,155.43,0.90,0.10
Queen of pudding,132.92,2784.52,1526.61,303.61,60.59,78.26,84.35,9.24,85.59,107.57,0.53,0.05
Pineapple upside down pudding,257.73,7195.99,3110.16,541.77,62.13,26.05,81.36,10.27,74.52,81.05,0.68,0.06
Date and nut pie,322.42,5142.74,2880.34,4381.90,18.85,34.69,77.21,40.61,3.87,291.15,1.54,0.29
Stewed apple with custard,92.87,1011.55,448.46,153.56,0.00,49.24,38.25,6.11,16.66,82.79,0.18,0.04
Apple snowballs,101.51,74.18,24.63,135.84,0.00,9.43,6.35,4.93,12.80,70.07,0.18,0.04
Hot orange souffle,179.97,4449.16,2758.38,667.97,160.48,53.81,107.81,9.92,58.80,114.96,1.03,0.05
Hot chocolate souffle,226.09,5879.20,3446.79,689.07,138.51,60.19,116.29,17.64,54.11,125.67,1.08,0.12
Hot vanilla souffle,192.93,4571.38,2779.99,649.80,153.55,63.20,113.07,9.22,59.59,105.25,0.93,0.05
Plain burfi (Burfi),408.32,16689.73,7792.14,1336.46,38.12,355.78,284.64,38.12,31.65,325.37,1.50,0.07
Coconut burfi (Nariyal ki burfi),467.64,22149.07,6369.16,1095.02,29.26,272.81,254.63,47.20,27.63,401.32,1.82,0.24
Bottle gourd burfi (Ghiya/Lauki burfi),275.96,10775.61,4726.01,786.32,26.43,215.85,170.71,24.42,18.15,229.64,0.93,0.06
Chocolate burfi,339.33,11144.92,4918.46,691.69,3.78,466.48,381.58,57.02,39.32,449.04,2.12,0.15
Cashewnut burfi (Kaju burfi/Kaju katli),421.74,11442.67,12146.80,2890.81,38.62,12.95,145.64,89.83,4.23,186.05,1.79,0.68
Gram flour burfi (Besan burfi),421.79,12686.64,5819.96,1840.70,40.13,160.71,181.36,35.67,13.02,226.63,1.47,0.14
Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),428.71,13542.93,4332.25,903.06,27.87,106.42,133.31,32.29,14.40,259.35,1.73,0.27
Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),464.43,17143.41,4407.23,941.52,33.81,26.72,90.08,34.77,9.06,264.85,1.83,0.36
Gram flour ladoo (Besan ladoo),476.91,12660.41,5835.77,1995.12,52.34,25.35,88.26,26.77,5.48,142.26,1.51,0.15
Sesame ladoo (Til ke ladoo),396.96,2954.20,7338.94,8468.23,0.00,631.82,376.60,221.36,18.55,430.91,8.94,0.71
Chenna murki,252.69,4910.40,2385.58,243.55,0.00,266.85,183.36,15.32,11.40,65.45,0.55,0.09
Milk cake,127.41,5166.74,2264.40,337.46,11.56,104.94,84.39,7.48,24.97,109.26,0.20,0.03
Ghujia/Lavang latika,768.98,11406.58,16215.63,47734.15,4.62,31.01,36.13,7.25,3.28,54.27,0.44,0.04
Gulab Jamun with khoya,586.06,7518.45,11074.91,32406.96,0.00,67.32,54.27,7.51,15.09,62.61,0.39,0.04
Mal pua,566.68,7039.70,11333.57,33941.02,0.00,30.05,32.74,5.77,6.35,47.87,0.33,0.06
Shahi tukre,189.81,1156.67,733.66,141.25,0.00,76.47,57.66,9.18,71.04,74.06,0.37,0.08
Potato pakora/pakoda (Aloo pakoda),677.19,8628.82,14729.45,45466.16,0.00,6.59,21.94,7.85,63.38,90.01,0.38,0.04
Onion pakora/pakoda (Pyaaz ke pakode),674.61,8630.87,14732.48,45463.55,0.00,7.95,20.62,7.13,63.55,46.12,0.36,0.04
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),671.63,8637.53,14730.75,45476.48,0.00,8.44,22.40,7.73,66.54,64.86,0.42,0.03
Mixed vegetable pakora/pakoda,673.81,8635.64,14731.39,45473.01,0.00,9.55,21.40,9.51,65.35,75.24,0.46,0.04
Spinach pakora/pakoda (Palak pakoda),712.62,9178.84,15658.98,48334.76,0.00,10.99,19.90,10.79,69.54,66.87,0.52,0.04
Methi pakora/pakoda (Methi ke pakode),713.25,9179.85,15657.55,48344.22,0.00,23.07,21.19,9.33,69.83,41.72,0.69,0.04
Egg pakora/pakoda (Ande ke pakode),710.51,9254.55,15683.41,47655.87,28.39,9.55,31.92,6.16,75.37,37.75,0.47,0.04
Bread pakora/pakoda,710.99,8887.17,15177.86,46839.74,0.00,19.83,26.10,7.17,101.49,38.92,0.46,0.04
Paneer pakora/pakoda,718.12,9678.89,15693.41,47438.05,0.00,43.38,43.44,7.70,131.70,33.87,0.43,0.04
Potato bonda (Aloo bonda),632.84,8155.41,13971.86,42857.18,0.00,6.79,16.90,9.02,132.53,105.94,0.37,0.05
Potato samosa (Aloo ka samosa),577.39,7555.45,12186.44,36936.73,2.33,7.63,21.79,11.38,77.10,137.50,0.50,0.06
Minced meat samosa (Keema ka samosa),620.99,9035.79,13708.93,38681.06,16.71,6.70,45.91,7.78,88.64,81.99,0.55,0.04
Paneer and pea samosa (Paneer matar ka samosa),623.81,8519.97,13207.58,39205.16,0.00,64.56,56.39,11.02,78.18,52.58,0.53,0.06
Mathri,805.12,9984.39,17034.38,52628.26,0.00,5.23,18.49,5.79,64.70,30.35,0.43,0.04
Khasta kachori,712.73,8686.80,14816.95,45749.29,0.00,7.84,32.93,12.90,90.56,78.13,0.59,0.06
Vegetable cutlet,665.45,8595.55,14638.04,45039.78,6.77,13.55,18.46,8.02,85.38,103.14,0.40,0.04
Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),701.71,9016.00,15491.97,46275.86,6.90,9.17,33.54,14.57,76.65,119.47,0.59,0.07
Peanut cutlet (Mungfali ke cutlet),698.77,9164.39,15942.01,45738.83,6.75,14.38,43.60,20.00,84.24,143.30,0.56,0.10
Fish cutlet (Machli ka cutlet),654.64,8674.15,14398.96,44047.34,11.02,10.44,35.34,9.02,75.33,109.15,0.36,0.04
Paneer potato cutlet (Paneer aloo cutlet),672.94,9150.89,14777.88,44357.84,13.33,45.36,41.66,7.27,85.71,96.72,0.38,0.04
Spinach chickpeas cutlet (Palak channa dal cutlet),688.03,8871.43,15106.90,46475.96,6.98,11.30,24.01,11.84,79.13,144.62,0.57,0.06
Cheese toast,785.37,10613.82,17331.30,52452.57,11.55,43.87,47.28,4.08,121.05,26.04,0.31,0.03
Vegetable burger,519.93,5994.21,11447.65,30695.21,7.40,26.08,18.34,6.46,168.97,90.87,0.70,0.03
Cheese pizza,249.50,2346.93,1728.01,3449.53,10.64,96.51,110.07,17.36,397.73,152.89,1.09,0.07
Vegetable seekh kebab,690.73,9169.58,15165.89,46228.74,0.00,32.66,27.84,7.92,83.67,104.53,0.36,0.04
Masala vada,826.02,10707.74,18276.41,56443.62,0.00,7.45,25.69,10.44,74.53,97.19,0.52,0.09
Peanut sago vada (Sabudana mungfali vada),749.89,9704.42,16709.68,50118.12,0.00,5.03,20.46,10.38,71.29,94.50,0.38,0.05
Vegeterian scotch egg,681.67,8903.48,15056.19,45600.21,34.24,15.20,29.12,6.42,93.33,80.64,0.46,0.04
Paneer shaslik/tikka,93.85,2171.79,1188.36,767.40,0.00,123.86,92.41,15.85,103.39,130.93,0.68,0.07
Peanut brittle (Moongfali ki chikki),320.46,2695.24,4925.97,3003.20,2.50,68.03,137.07,108.38,15.99,420.05,3.22,0.27
Spring roll,623.87,7831.97,13300.00,40778.05,12.15,9.51,23.54,7.00,132.84,60.86,0.49,0.04
Dry mango chutney (Sookhe aam ki chutney),298.13,147.05,94.42,334.87,0.00,72.05,71.97,77.60,437.91,654.54,3.98,0.19
Peanut chutney (Mungfali ki chutney),258.37,3941.47,8739.59,5613.41,0.00,34.79,197.16,103.32,475.34,414.29,1.99,0.46
Coconut chutney (Nariyal ki chutney),265.92,14366.17,2082.33,2918.46,0.00,15.70,47.57,25.07,428.28,230.88,1.25,0.20
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),102.60,110.61,67.05,218.28,0.00,107.45,61.57,62.72,391.66,459.42,4.76,0.27
Custard tart,225.60,6625.05,2714.31,464.93,22.28,57.47,68.66,12.99,59.74,115.73,0.49,0.07
Lemon tart,303.35,10291.79,4656.57,896.97,123.17,24.03,79.07,12.99,76.09,94.23,0.98,0.08
Jam tart,360.72,10836.71,4354.67,728.70,44.15,12.23,50.38,13.27,70.34,67.25,0.74,0.07
Orange cream tart,197.16,5436.78,2186.41,375.05,22.13,13.84,37.81,13.59,36.85,136.02,0.58,0.04
Pineapple tart,195.40,5087.76,2046.88,353.08,20.70,12.02,25.99,10.57,37.88,71.82,0.50,0.06
Cheese and mushroom tart,246.10,9483.22,3915.65,646.61,37.99,100.97,138.27,15.72,212.42,136.37,0.59,0.07
Cottage cheese pie,238.98,7188.01,3464.96,2141.16,20.86,108.05,104.31,22.71,103.29,128.10,0.92,0.11
Minced meat pie,221.55,6419.25,3522.71,2098.14,34.57,18.14,76.98,22.33,127.85,185.89,1.07,0.11
Apple cinnamon pie,258.73,7486.99,3045.41,616.19,36.52,16.14,41.41,12.35,60.14,90.10,0.65,0.07
Lemon meringue pie,224.43,4648.45,2230.14,476.89,75.30,16.79,50.35,8.08,85.12,58.11,0.67,0.06
Chocolate meringue pie,214.76,5287.55,2547.88,472.60,64.11,55.98,96.62,26.05,80.77,130.01,0.92,0.18
Cream puffs,221.33,9279.94,4176.08,713.71,100.48,37.93,71.41,8.86,98.76,76.51,0.58,0.04
Chocolate eclairs,239.42,8087.86,3656.65,617.49,85.94,34.21,68.99,13.73,85.88,84.46,0.68,0.09
Cheese balls,681.28,11055.17,15228.15,43060.51,37.78,30.01,62.89,3.93,120.70,27.57,0.32,0.02
Minced meat patties,265.72,3643.07,4807.12,9927.14,81.36,19.23,96.83,13.20,252.18,119.59,0.93,0.07
Cheese patties,324.01,4487.07,4932.56,12105.69,0.00,126.41,113.77,18.88,295.22,97.11,0.82,0.09
Hot cheese souffle,177.10,7316.69,3861.71,748.91,149.14,169.17,235.86,13.38,286.96,130.84,0.83,0.04
Hot potato souffle,125.64,3982.16,2264.81,535.02,109.09,56.84,100.35,15.02,97.20,258.62,0.79,0.06
Hot fish souffle,142.92,4841.20,2603.52,793.51,122.69,58.18,155.18,17.68,110.94,165.04,0.70,0.05
Hot spinach souffle,104.25,3737.06,2105.57,567.08,100.84,80.77,91.95,39.49,104.69,311.73,1.67,0.10
Plain cream cake,353.94,9469.86,4351.64,833.74,120.92,41.95,181.63,11.79,174.00,86.91,1.02,0.08
Apple cake (Seb ka cake),290.08,7458.54,3421.70,714.62,94.69,38.99,145.08,12.00,136.95,96.16,0.90,0.07
Marble cake,354.11,9528.54,4390.90,833.99,120.14,39.60,162.04,16.54,138.48,100.20,1.12,0.11
Chocolate cake,335.61,8900.55,4104.91,770.51,109.36,41.13,134.09,17.74,241.93,104.70,1.08,0.12
Orange cake,357.61,9491.08,4363.78,843.19,123.67,29.72,129.46,12.17,105.41,90.64,1.06,0.08
Fruit Loaf ,324.19,7825.48,3557.26,687.25,90.00,45.71,170.57,13.06,160.60,116.78,0.96,0.08
Banana cake (Kele ka cake),389.51,3300.40,6110.79,12661.32,68.99,23.55,127.63,31.46,117.81,157.61,1.14,0.22
Chocolate chiffon cake,311.71,3327.52,3690.53,7753.56,93.35,42.15,196.43,28.93,188.59,138.72,1.07,0.22
Christmas cake,372.95,8838.88,5451.30,1143.44,97.81,40.98,116.37,30.80,64.84,176.27,1.32,0.22
Strawberry and vanilla cake with butter icing,370.54,12410.26,5320.80,910.19,101.12,28.17,114.82,9.76,107.27,74.53,0.70,0.07
Eggless cake,318.08,7313.76,2982.65,474.96,27.68,212.97,265.53,26.53,310.50,273.62,0.61,0.06
Swiss roll,251.87,1188.69,1385.94,523.14,144.66,24.11,95.13,10.86,51.90,87.08,1.19,0.07
Pineapple pastry ,208.21,4160.33,2354.89,544.27,115.34,42.97,89.42,11.42,44.30,107.33,0.86,0.06
Black forest pastry,233.55,4524.10,2548.30,565.59,113.03,44.15,92.19,13.57,53.43,110.97,0.92,0.07
Coconut finger,274.86,4822.33,1550.32,543.98,127.97,24.04,101.86,18.10,46.86,141.16,1.31,0.14
Pineapple cake ,195.57,5333.92,2667.50,516.49,92.79,49.06,80.33,10.71,37.47,108.39,0.64,0.05
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.80,10597.06,5754.61,5304.84,69.03,36.10,144.88,43.31,280.44,158.23,1.37,0.34
Chocolate chip cookies,425.29,11777.20,5156.57,870.87,75.98,24.76,77.18,23.00,278.29,114.09,1.22,0.16
Sweet plain biscuit,380.76,10755.40,4559.26,810.64,76.89,42.88,158.43,14.91,132.59,90.96,0.92,0.10
Chocolate biscuit,379.76,10398.22,4440.40,777.03,72.66,41.51,161.86,23.27,127.02,114.98,1.14,0.16
Coconut biscuit (Nariyal ke biscuit),434.98,17418.36,4757.66,867.50,64.98,37.81,157.68,28.42,105.76,202.79,1.32,0.23
Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,13969.87,5632.04,932.33,55.18,37.24,78.02,18.49,414.70,109.95,1.05,0.10
Peanut biscuit,401.05,9927.23,6533.93,2462.31,61.88,50.58,254.47,42.54,202.26,180.95,1.34,0.22
Pin wheel biscuit,404.60,11624.17,4738.72,769.56,44.65,42.70,168.27,27.50,131.73,122.74,1.13,0.19
Saffron biscuit (Kesar biscuit),458.61,12108.01,6220.14,1449.12,49.64,25.71,75.69,26.36,5.65,120.02,1.23,0.14
Masala biscuit,393.64,12216.73,5370.40,1160.13,51.29,53.73,179.49,25.48,714.52,136.35,1.32,0.12
Ice box cookies,374.24,8697.05,3729.12,721.62,70.82,18.50,68.61,15.33,449.14,94.30,1.04,0.09
Ginger bread man,365.00,6400.57,2895.71,639.54,75.31,37.92,85.95,31.73,477.99,161.24,2.12,0.11
Danish cookies,475.33,15598.28,6266.98,1015.42,63.58,15.97,61.80,16.24,201.06,84.32,0.98,0.10
Short bread cookies,443.09,11178.53,4493.60,799.57,45.48,15.92,67.76,18.17,145.00,92.70,1.12,0.11
Coffee biscuit,416.57,9621.44,5255.73,6479.29,63.97,48.92,185.55,37.48,112.53,160.49,1.27,0.28
Melting moments,437.91,13008.76,5791.68,1183.33,80.33,30.39,159.14,21.49,119.09,112.25,1.20,0.12
